name,category,instructions,glass,alcohol,Ingrediants
Warsaw Cocktail,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1/2 oz  Blackberry-flavored brandy', 'Ingrediant 3': ' 1/2 oz  Dry Vermouth', 'Ingrediant 4': ' 1 oz  Fresh lemon juice'}"
Emerald Isle Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Gin', 'Ingrediant 2': ' 1 oz  Green creme de menthe', 'Ingrediant 3': ' 3 oz  Bitters'}"
Du Barry Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Add a slice of orange.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Bitters', 'Ingrediant 2': ' 3/4 oz  Dry Vermouth', 'Ingrediant 3': ' 1/2 oz  Anisette', 'Ingrediant 4': ' 1 1/2 oz  Gin'}"
Dry Martini (5-To-1),Cocktail Classics,"Stir vermouth and gin over ice cubes in mixing glass. Strain into cocktail glass. Serve with a twist of lemon peel or olive, if desired.",Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 2/3 oz Gin', 'Ingrediant 2': ' 1/3 oz  Dry Vermouth'}"
Dixie Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/4 oz Juice of Orange', 'Ingrediant 2': ' 1 oz  Anisette', 'Ingrediant 3': ' 1/2 oz  Dry Vermouth', 'Ingrediant 4': ' 1 oz  Gin'}"
Delmonico No. 2,Cocktail Classics,Stir with ice and strain into cocktail glass. Add a twist of lemon peel.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Orange Bitters', 'Ingrediant 2': ' 1 oz  Dry Vermouth', 'Ingrediant 3': ' 1 1/2 oz  Gin'}"
Hole-In-One,Whiskies,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 3/4 ozBlended Scotch Whiskey', 'Ingrediant 2': ' 3/4 oz  Dry Vermouth', 'Ingrediant 3': ' 1/4 oz  Fresh lemon juice', 'Ingrediant 4': ' 1 oz  Orange Bitters'}"
Vodka Stinger,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 1 oz  White creme de menthe'}"
Caruso,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1 oz  Dry Vermouth', 'Ingrediant 3': ' 1/2 oz  Green creme de menthe'}"
Bulldog Highball,Cocktail Classics,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of Orange', 'Ingrediant 2': ' 2 oz  Gin', 'Ingrediant 3': '  Ginger ale'}"
Brown Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Gin', 'Ingrediant 2': ' 3/4 oz  Light Rum', 'Ingrediant 3': ' 3/4 oz  Dry Vermouth'}"
Bronx Terrace Cocktail,Cocktail Classics,Shake with  ice and strain into cocktail glass. Add a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1 1/2 oz  Dry Vermouth', 'Ingrediant 3': ' 1/2 oz  Juice of a Lime'}"
Bronx Cocktail (Dry),Cocktail Classics,Shake with ice and strain into cocktail glass. Serve with a slice of orange.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 1 oz  Dry Vermouth', 'Ingrediant 3': ' 1/4 oz  Juice of Orange'}"
Hill Dog,Whiskies,Stir with ice and strain into chilled cocktail glass. Add orange twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz White whiskey', 'Ingrediant 2': ' 1/2 oz  Grand Marnier', 'Ingrediant 3': ' 1/2 oz  Dry Sherry', 'Ingrediant 4': ' 1/2 oz  Lavender Syrup', 'Ingrediant 5': '  Orange twist'}"
Blue Devil Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 1/2 or 1  Juice of Lemon or Lime', 'Ingrediant 3': ' 1 oz  Maraschino', 'Ingrediant 4': ' 1/2 oz  Blue curacao'}"
Blue Canary,Cocktail Classics,Combine ingredients with ice in mixing glass and stir gently. Strain into chilled cocktail glass filled with crushed ice. Garnish with a mint sprig.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Gin', 'Ingrediant 2': ' 3 oz  Grapefruit Juice', 'Ingrediant 3': ' 1 oz  Blue curacao'}"
Blue Bird,Cocktail Classics,Stir with ice cubes and strain into cocktail glass. Add a twist of lemon peel and a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1/2 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Bitters'}"
Bloodhound Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Decorate with two or three crushed strawberries.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1 oz  Gin'}"
Billy Taylor,Cocktail Classics,Fill collins glass with club soda and ice cubes. Stir in lime juice and gin.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lime', 'Ingrediant 2': ' 2 oz  Gin', 'Ingrediant 3': '  Club Soda'}"
Bijou Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Add a cherry on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Gin', 'Ingrediant 2': ' 3/4 oz  Green Chartreuse', 'Ingrediant 3': ' 3/4 oz  Sweet Vermouth', 'Ingrediant 4': ' 1 oz  Orange Bitters'}"
Bermuda Rose,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/4 oz Gin', 'Ingrediant 2': ' 1 1/2 oz  Apricot Flavored Brandy', 'Ingrediant 3': ' 1 1/2 oz  Grenadine'}"
Vodka Sour,Vodka,Shake with ice and strain into chilled cocktail glass. Garnish with lemon and cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 2 oz  Vodka', 'Ingrediant 3': ' 3/4 oz  Fresh lemon juice', 'Ingrediant 4': ' 3/4 oz  Simple Syrup', 'Ingrediant 5': '  Lemon half-wheel', 'Ingrediant 6': ' maraschino cherry'}"
Apricot Anisette Collins,Cocktail Classics,Shake with ice and strain into collins glass over ice. Fill with club soda and stir lightly. Garnish with a slice of lemon.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1/2 oz  Apricot Flavored Brandy', 'Ingrediant 3': ' 1 1/2 oz  Anisette', 'Ingrediant 4': ' 1 oz  Lemon Juice', 'Ingrediant 5': '  Club Soda'}"
Alexander'S Sister Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Sprinkle nutmeg on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Dry gin', 'Ingrediant 2': ' 1 oz  Green creme de menthe', 'Ingrediant 3': ' 1 oz  Light cream'}"
Highland Cooler,Whiskies,Stir Scotch and syrup in Collins glass. Add ice. Fill with soda and stir again. Insert citrus spiral(s) and dangle end(s) over rim of glass.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Blended Scotch Whiskey', 'Ingrediant 2': ' 1/2 oz  Simple Syrup', 'Ingrediant 3': '  Soda water or ginger ale', 'Ingrediant 4': '  Lemon and/or orange zest spiral(s)'}"
Alexander Cocktail No. 1,Cocktail Classics,Shake with ice and strain into cocktail glass. Sprinkle nutmeg on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 1 oz  Creme de Cacao (White)', 'Ingrediant 3': ' 1 oz  Light cream'}"
Adam And Eve,Cocktail Classics,Shake well with cracked ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Forbidden Fruit', 'Ingrediant 2': ' 1 oz  Gin', 'Ingrediant 3': ' 1 oz  Brandy', 'Ingrediant 4': ' 1 oz  Lemon Juice'}"
Vodka Sling,Vodka,"Pour vodka, lemon juice, and syrup into ice-filled old-fashioned glass and stir. Add orange twist.",Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 1 oz  Fresh lemon juice', 'Ingrediant 3': ' 1/2 oz  Simple Syrup', 'Ingrediant 4': '  Orange twist'}"
Tempter Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Port', 'Ingrediant 2': ' 1 oz  Apricot Flavored Brandy'}"
Special Rough Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Apple Brandy', 'Ingrediant 2': ' 1 1/2 oz  Brandy', 'Ingrediant 3': ' 1/2 oz  Anisette'}"
Vodka Grasshopper,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Vodka', 'Ingrediant 2': ' 3/4 oz  Green creme de menthe', 'Ingrediant 3': ' 3/4 oz  White creme de cacao', 'Ingrediant 4': ' 3/4 oz  half-and-half'}"
Singapore Sling,Cocktail Classics,"Shake lemon, sugar, and gin with ice and strain into collins glass. Add ice cubes and fill with club soda. Float cherry-flavored brandy on top. Decorate with fruits in season and serve with straws.",Collins Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lemon', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 2 oz  Gin', 'Ingrediant 4': ' 1/2 oz  Club Soda', 'Ingrediant 5': '  cherry-flavored brandy'}"
Saratoga Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Brandy', 'Ingrediant 2': ' 2 oz  Bitters', 'Ingrediant 3': ' 1 oz  Lemon Juice', 'Ingrediant 4': ' 1 oz  Pineapple Juice', 'Ingrediant 5': ' 1/2 oz  Maraschino'}"
High Cotton,Whiskies,Stir with ice and strain into chilled cocktail glass. Garnish with lemon and mint.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Straight rye whiskey', 'Ingrediant 2': "" 1/2 oz  Pimm's No. 1 Cup"", 'Ingrediant 3': ' 1/2 oz  Dubonnet Rouge', 'Ingrediant 4': ' 2 oz  Peach bitters', 'Ingrediant 5': '  Lemon twist', 'Ingrediant 6': ' fresh mint sprig'}"
Polonaise,Cocktail Classics,Shake with ice and strain into old-fashioned glass over ice cubes.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1 oz  Blackberry-flavored brandy', 'Ingrediant 3': ' 1/2 oz  Dry Sherry', 'Ingrediant 4': ' 1 oz  Lemon Juice'}"
Vodka Gimlet,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/2 oz  Simple Syrup'}"
Merry Widow Cocktail No. 2,Cocktail Classics,Stir with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/4 oz Maraschino', 'Ingrediant 2': ' 1 1/4 oz  cherry-flavored brandy'}"
Lugger,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Brandy', 'Ingrediant 2': ' 1 oz  Apple Brandy', 'Ingrediant 3': ' 1 oz  Apricot Flavored Brandy'}"
Jamaica Hop,Cocktail Classics,Shake well with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Coffee-flavored brandy', 'Ingrediant 2': ' 1 oz  Creme de Cacao (White)', 'Ingrediant 3': ' 1 oz  Light cream'}"
Hebrides,Whiskies,Pour into ice-filled Collins glass and stir.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Single-malt Scotch whisky', 'Ingrediant 2': ' 1/2 oz  Maraschino liqueur', 'Ingrediant 3': ' 1/2 oz  Triple Sec', 'Ingrediant 4': ' 2 oz  Apple juice', 'Ingrediant 5': ' 1/2 oz  Fresh lemon juice', 'Ingrediant 6': ' 1 oz  Angostura Bitters'}"
Hennessy Martini,Cocktail Classics,"Fill shaker or mixing glass with ice. Add Hennessy and lemon juice. Stir gently, don't shake. Let settle. Strain into chilled martini glass. Garnish with twist of lemon peel.",Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Hennessy V.S Cognac', 'Ingrediant 2': ' 1/2 oz  Lemon Juice'}"
Vodka Daisy,Vodka,Shake with ice. Strain into ice-filled beer mug or metal cup. Garnish with fruit.,Beer Mug,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 1 oz  Fresh lemon juice', 'Ingrediant 3': ' 1/2 oz  Simple Syrup', 'Ingrediant 4': ' 1 oz  Grenadine', 'Ingrediant 5': '  Fresh seasonal fruit'}"
Heavenly Dram,Whiskies,Shake with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Single-malt Scotch whisky', 'Ingrediant 2': ' 1/2 oz  Pedro Ximenez sherry', 'Ingrediant 3': ' 3/4 oz  Fresh lemon juice', 'Ingrediant 4': ' 1/4 oz  Honey Syrup', 'Ingrediant 5': '  Lemon twist'}"
Classic Cocktail,Cocktail Classics,Prepare rim of old-fashioned glass by rubbing with lemon and dipping into powdered sugar. Shake ingredients with ice and strain into prepared glass.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1/4 oz Juice of a Lemon', 'Ingrediant 2': ' 1 1/2 oz  Curacao', 'Ingrediant 3': ' 1 1/2 oz  Maraschino', 'Ingrediant 4': ' 1 oz  Brandy'}"
Cherry Sling,Cocktail Classics,Serve in old-fashioned glass filled with ice cubes and stir. Add a twist of lemon peel.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz cherry-flavored brandy', 'Ingrediant 2': ' 1/2 oz  Juice of a Lemon'}"
Cherry Fizz,Cocktail Classics,Shake with ice and strain into highball glass with two ice cubes. Fill with club soda and decorate with a cherry.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lemon', 'Ingrediant 2': ' 2 oz  cherry-flavored brandy', 'Ingrediant 3': '  Club Soda'}"
Vodka Cooler,Vodka,Stir vodka and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Insert a spiral of orange or lemon zest (or both) and dangle end(s) over rim of glass.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 1/2 oz  Simple Syrup', 'Ingrediant 3': '  Soda water or ginger ale', 'Ingrediant 4': '  Orange and/or lemon zest spiral'}"
Carrol Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 3/4 oz  Sweet Vermouth'}"
Button Hook Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Creme de Menthe (White)', 'Ingrediant 2': ' 1/2 oz  Apricot Flavored Brandy', 'Ingrediant 3': ' 1/2 oz  Anisette', 'Ingrediant 4': ' 1/2 oz  Brandy'}"
Bull'S Eye,Cocktail Classics,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 oz Brandy', 'Ingrediant 2': ' 2 oz  Hard cider', 'Ingrediant 3': '  Ginger ale'}"
Brantini,Cocktail Classics,Stir with cracked ice and strain into old-fashioned glass with cubed ice. Add a twist of lemon peel.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1 oz  Gin', 'Ingrediant 3': ' 1 oz  Dry Vermouth'}"
Heather'S Kiss,Whiskies,Shake with ice strain into chilled cocktail glass. Garnish with apple slice.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 1/4 oz Blended Scotch Whiskey', 'Ingrediant 2': ' 1/2 oz  Fresh lemon juice', 'Ingrediant 3': ' 1/4 oz  Agave nectar', 'Ingrediant 4': ' 1 oz  Absinthe', 'Ingrediant 5': '  Apple slice'}"
Brandy Squirt,Cocktail Classics,Shake with ice and strain into highball glass and fill with club soda. Decorate with stick of pineapple and strawberries.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 oz  Grenadine', 'Ingrediant 4': '  Club Soda'}"
Brandy And Soda,Cocktail Classics,Pour brandy into collins glass with ice cubes. Fill with club soda.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Brandy', 'Ingrediant 2': '  Club Soda'}"
Brandy Milk Punch,Cocktail Classics,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Powdered Sugar', 'Ingrediant 2': ' 2 oz  Brandy', 'Ingrediant 3': ' 1 oz  Milk'}"
Vodka Collins,Vodka,"Shake vodka, lemon juice, and syrup and strain into ice-filled Collins glass. Fill with soda water and stir. Garnish with citrus and cherry. Serve with a straw.",Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 3/4 oz  Fresh lemon juice', 'Ingrediant 3': ' 3/4 oz  Simple Syrup', 'Ingrediant 4': '  Lemon and orange wheels  Soda water', 'Ingrediant 5': ' maraschino cherry'}"
Brandy Crusta Cocktail,Cocktail Classics,Moisten the edge of a cocktail glass with lemon and dip into sugar. Cut the rind of half a lemon into a spiral and place in glass. Stir above ingredients with ice and strain into sugar-rimmed glass. Add a slice of orange.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Maraschino', 'Ingrediant 2': ' 1 oz  Bitters', 'Ingrediant 3': ' 1 oz  Lemon Juice', 'Ingrediant 4': ' 1/2 oz  Triple Sec', 'Ingrediant 5': ' 2 oz  Brandy'}"
Heather Blush,Whiskies,Pour Scotch and liqueur into chilled champagne flute. Top with sparkling wine. Garnish with strawberry.,Champagne Flute,Alcoholic,"{'Ingrediant 1': '1 oz Blended Scotch Whiskey', 'Ingrediant 2': ' 1 oz  Strawberry liqueur', 'Ingrediant 3': ' 3 oz  Chilled sparkling wine', 'Ingrediant 4': '  Whole strawberry'}"
Jack Maples,Brandy,Stir with ice and strain into cocktail glass. Garnish with cinnamon stick.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Applejack', 'Ingrediant 2': ' 1 oz  maple syrup (grade B or medium-amber)', 'Ingrediant 3': ' 1 oz  Aromatic bitters', 'Ingrediant 4': '  Cinnamon stick'}"
Brandy Alexander,Cocktail Classics,Shake well with cracked ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Creme de Cacao (Brown)', 'Ingrediant 2': ' 1/2 oz  Brandy', 'Ingrediant 3': ' 1/2 oz  Heavy cream'}"
Apricot Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/4 oz Juice of a Lemon', 'Ingrediant 2': ' 1/4 oz  Juice of Orange', 'Ingrediant 3': ' 1 1/2 oz  Apricot Flavored Brandy', 'Ingrediant 4': ' 1 oz  Gin'}"
Alexander Cocktail No. 2,Cocktail Classics,Shake with ice and strain into cocktail glass. Sprinkle nutmeg on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Creme de Cacao (White)', 'Ingrediant 2': ' 1 oz  Brandy', 'Ingrediant 3': ' 1 oz  Light cream'}"
After Dinner Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Leave lime in glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Apricot Flavored Brandy', 'Ingrediant 2': ' 1 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Juice of a Lime'}"
Harvest Moon,Whiskies,Stir with ice and strain into chilled cocktail glass. Add orange twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Straight rye whiskey', 'Ingrediant 2': ' 1 oz  Lillet Blanc', 'Ingrediant 3': ' 1/2 oz  Apple Brandy', 'Ingrediant 4': ' 1/4 oz  Green Chartreuse', 'Ingrediant 5': ' 2 oz  Angostura Bitters', 'Ingrediant 6': '  Orange twist'}"
Red Raider,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Bourbon', 'Ingrediant 2': ' 1/2 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Lemon Juice', 'Ingrediant 4': ' 1 oz  Grenadine'}"
Vodka And Apple Juice,Vodka,Pour vodka into ice-filled highball glass. Fill with apple juice and stir.,Highball Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': '  Apple juice'}"
Mint Julep (Southern Style),Cocktail Classics,"In silver mug or collins glass, dissolve powdered sugar with water. Fill with finely shaved ice and add bourbon. Stir until glass is heavily frosted, adding more ice if necessary. (Do not hold glass with hand while stirring.) Decorate with sprigs of fresh mint so that the tops are about two inches above the rim of glass. Use short straws so that it will be necessary to bury nose in mint, which is intended for scent rather than taste.",Collins Glass,Alcoholic,"{'Ingrediant 1': '5 or 6springs mint', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 2 oz  Water', 'Ingrediant 4': ' 2 1/2 oz  Bourbon'}"
Limestone,Cocktail Classics,"Into ice-filled highball glass, pour bourbon, fill glass with collins mix, and add lime juice to taste.",Highball Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Bourbon', 'Ingrediant 2': '  Collins Mix', 'Ingrediant 3': '  Lime Juice'}"
Grounds For Divorce,Whiskies,Stir and strain into chilled cocktail glass. Add orange twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Straight rye whiskey', 'Ingrediant 2': ' 3/4 oz  Kirschwasser', 'Ingrediant 3': ' 1/4 oz  Cynar', 'Ingrediant 4': ' 1/2 oz  Amaro', 'Ingrediant 5': '  Orange twist'}"
Gentleman'S Cocktail,Cocktail Classics,"Pour bourbon, brandy, and creme de menthe over ice into highball glass. Add club soda and garnish with a lemon twist.",Highball Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Bourbon', 'Ingrediant 2': ' 1/2 oz  Brandy', 'Ingrediant 3': ' 1/2 oz  Creme de Menthe', 'Ingrediant 4': '  Club Soda'}"
Dixie Julep,Cocktail Classics,Put sugar and bourbon into collins glass. Fill with crushed ice and stir gently until glass is frosted. Decorate with sprigs of mint. Serve with straws.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Powdered Sugar', 'Ingrediant 2': ' 2 1/2 oz  Bourbon'}"
Buddy'S Favorite,Cocktail Classics,Pour ingredients into highball glass. Stir and serve without ice.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Bourbon', 'Ingrediant 2': ' 6 oz  Cold Water'}"
Bourbon On The Rocks,Cocktail Classics,Pour bourbon into old-fashioned glass half-filled with ice.,Old-Fashioned Glass,Alcoholic,{'Ingrediant 1': '2 oz Bourbon'}
Bourbon Cobbler,Cocktail Classics,"Combine all ingredients in mixing glass, pour over ice into old-fashioned glass. Decorate with peach slice.",Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 1/2 oz  Bourbon', 'Ingrediant 2': ' 1 oz  Lemon Juice', 'Ingrediant 3': ' 2 oz  Grapefruit Juice', 'Ingrediant 4': ' 1 1/2 oz  Almond extract'}"
Bourbon And Water,Cocktail Classics,"Pour bourbon and water into old-fashioned glass. Add ice and a twist of lemon peel, if desired, and stir.",Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz Bourbon', 'Ingrediant 2': ' 4 oz  Water'}"
Greenpoint,Whiskies,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Straight rye whiskey', 'Ingrediant 2': ' 1/2 oz  Yellow Chartreuse', 'Ingrediant 3': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 4': ' 1 oz  Angostura Bitters', 'Ingrediant 5': ' 1 oz  Orange Bitters', 'Ingrediant 6': '  Lemon twist'}"
